Temp0,Temp1,Temp2,Humi0,Humi1,Humi2,Snow
2.8748141184532185,2.6667300801438842,2.528007387937661,-1.946835846067028,-1.5932359005808652,-1.5343025763331712,No
0.5858896970505405,0.558145158609296,0.5165283509474291,1.2944969875561332,1.2944969875561332,1.2944969875561332,No
0.48878381250618447,0.5442728893886737,0.599761966271163,-0.17883611863621293,-0.35563609137929447,-0.5913693883700698,No
0.07261573588751574,-0.02449014865684032,-0.12159603320119636,-2.064702494562416,-1.8879025218193344,-1.7111025490762528,No
-0.8706985711148002,-0.9123153787766669,-0.953932186438534,-1.946835846067028,-2.0057691703147222,-2.0057691703147222,No
2.1950729266427262,2.0979670420983703,1.9453720806715251,-2.0057691703147222,-1.8289691975716404,-1.7700358733239467,No
1.9869888883333922,2.014733426774637,1.9176275422302806,-0.7681693611131514,-0.6503027126177636,-0.5913693883700698,No
0.07261573588751574,0.5442728893886737,0.7939737353598748,0.35156379959303163,-0.532436064122376,-1.239635955094702,No
-1.3562279938365802,-1.4117170707190694,-1.4533338783809364,-0.532436064122376,-0.532436064122376,-0.47350273987468217,No
1.4737149271703673,1.8066493884653023,2.028605695995259,-0.1199027943885191,-0.9449693338562328,-1.4164359278377836,No
-0.14934057164244094,-0.14934057164244094,-0.16321284086306326,1.2355636633084393,1.1176970148130516,1.1176970148130516,No
2.4031569649520605,2.111839311318993,1.9453720806715251,-0.9449693338562328,-0.23776944288390678,0.4694304480884193,No
2.4447737726139276,2.4447737726139276,2.375412426510816,-2.064702494562416,-2.0057691703147222,-1.946835846067028,No
-0.2603187254074193,-0.2741909946280416,-0.4267859560548868,0.587297096583807,0.587297096583807,0.7051637450791947,No
1.8621384653477915,1.8482661961271694,1.2933754273022775,0.11583050260225626,-0.8271026853608452,0.41049712384072545,No
1.9176275422302806,1.8066493884653023,1.5846930809353457,-1.3575026035900897,-0.886036009608539,-0.532436064122376,No
0.7107401200361412,0.7107401200361412,0.7107401200361412,0.35156379959303163,0.587297096583807,0.5283637723361132,No
1.029802312110454,1.0436745813310762,1.0436745813310762,1.2944969875561332,1.2944969875561332,1.2944969875561332,No
1.6124376193765901,1.834393926906547,1.9037552730096585,0.41049712384072545,-0.23776944288390678,-0.47350273987468217,No
1.0436745813310762,1.0852913889929432,1.0020577736692096,-2.5951024127916607,-2.712969061287048,-2.712969061287048,No
-0.2325741869661747,-0.3296800715105308,-0.8568263018941777,-1.5932359005808652,-1.5343025763331712,-0.35563609137929447,No
1.0575468505516985,1.2101418119785439,1.2240140811991662,-1.8879025218193344,-2.3004357915531912,-2.5361690885439665,No
0.9049518891248532,0.7523569276980081,0.6136342354917852,-1.6521692248285589,-1.3575026035900897,-1.0628359823516205,No
-0.39904141761364226,-0.24644645618679697,-0.2048296485249301,-0.532436064122376,-0.7092360368654576,-0.47350273987468217,No
2.680602349364506,2.472518311055172,2.125711580539615,-2.5361690885439665,-2.3004357915531912,-1.8879025218193344,No
0.7523569276980081,0.6829955815948967,0.6413787739330297,0.11583050260225626,0.35156379959303163,0.23369715109764394,No
0.7384846584773859,0.8355905430217418,1.2101418119785439,0.23369715109764394,-0.06096947014082526,-1.5932359005808652,No
1.6401821578178348,1.8482661961271694,2.014733426774637,-1.4753692520854775,-1.7700358733239467,-1.8879025218193344,No
0.8078460045804974,0.891079619904231,0.9188241583454755,-1.8289691975716404,-2.0057691703147222,-2.064702494562416,No
-0.17708511008368552,0.21133842809373868,0.6136342354917852,0.5283637723361132,0.41049712384072545,-0.5913693883700698,No
0.33618885107933927,0.33618885107933927,0.28069977419685016,1.353430311803827,1.2944969875561332,1.2944969875561332,No
0.058743466666893444,0.322316581858717,0.48878381250618447,0.1747638268499501,-0.17883611863621293,-0.9449693338562328,No
-0.2048296485249301,-0.2048296485249301,-0.2187019177455524,-0.23776944288390678,-0.17883611863621293,-0.17883611863621293,No
-0.6903590712467104,-0.7874649557910662,-0.9123153787766669,-0.23776944288390678,-0.06096947014082526,0.11583050260225626,No
-0.13546830242181865,-0.2603187254074193,-0.3296800715105308,0.29263047534533776,0.35156379959303163,0.41049712384072545,No
1.12690819665481,1.2656308888610328,1.7789048500240578,1.1176970148130516,1.0587636905653577,0.41049712384072545,No
0.599761966271163,0.6691233123742745,0.7801014661392526,0.9998303663176639,0.8819637178222762,0.8819637178222762,No
